instrumen,tipe,waktu_wib,nilai,satuan,raw,suhu_raw,sumber,flag,kalibrasi_id,catatan
PZ-17,PZ,2026-09-08T18:00:00+07:00,66.962,kPa,2850.1839472847923,28.94,telemetry,,26,
PZ-17,PZ,2026-09-08T19:00:00+07:00,66.930,kPa,2850.161177262756,29.03,telemetry,,26,
PZ-17,PZ,2026-09-08T20:00:00+07:00,67.077,kPa,2849.801642982053,29.12,telemetry,,26,
PZ-17,PZ,2026-09-08T21:00:00+07:00,68.857,kPa,2843.500876414252,29.06,telemetry,,26,
PZ-17,PZ,2026-09-08T22:00:00+07:00,68.290,kPa,2845.251525054714,29.06,telemetry,,26,
PZ-17,PZ,2026-09-08T23:00:00+07:00,68.099,kPa,2845.663673706807,28.88,telemetry,,26,
PZ-17,PZ,2026-09-09T00:00:00+07:00,68.002,kPa,2845.7491494869637,28.9,telemetry,,26,
PZ-17,PZ,2026-09-09T01:00:00+07:00,68.524,kPa,2843.969900801653,28.55,telemetry,,26,
PZ-17,PZ,2026-09-09T02:00:00+07:00,67.974,kPa,2845.875560528708,28.46,telemetry,,26,
PZ-17,PZ,2026-09-09T03:00:00+07:00,68.354,kPa,2844.637713859855,28.39,telemetry,,26,
PZ-17,PZ,2026-09-09T04:00:00+07:00,69.252,kPa,2842.0693256959817,28.2,telemetry,,26,
PZ-17,PZ,2026-09-09T05:00:00+07:00,68.503,kPa,2844.765366714649,28.09,telemetry,,26,
PZ-17,PZ,2026-09-09T06:00:00+07:00,68.445,kPa,2844.9108785467984,27.94,telemetry,,26,
PZ-17,PZ,2026-09-09T07:00:00+07:00,67.966,kPa,2846.7104930145256,27.87,telemetry,,26,
PZ-17,PZ,2026-09-09T08:00:00+07:00,67.604,kPa,2847.805147812596,27.87,telemetry,,26,
PZ-17,PZ,2026-09-09T09:00:00+07:00,68.670,kPa,2844.1206557618484,27.92,telemetry,,26,
PZ-17,PZ,2026-09-09T10:00:00+07:00,68.289,kPa,2845.111134896837,28.09,telemetry,,26,
PZ-17,PZ,2026-09-09T11:00:00+07:00,68.344,kPa,2844.773331308657,28.13,telemetry,,26,
PZ-17,PZ,2026-09-09T12:00:00+07:00,69.010,kPa,2842.4204113078854,28.23,telemetry,,26,
PZ-17,PZ,2026-09-09T13:00:00+07:00,68.735,kPa,2843.33328619822,28.35,telemetry,,26,
PZ-17,PZ,2026-09-09T14:00:00+07:00,68.417,kPa,2844.3376920334968,28.51,telemetry,,26,
PZ-17,PZ,2026-09-09T15:00:00+07:00,68.457,kPa,2844.5377056938023,28.68,telemetry,,26,
PZ-17,PZ,2026-09-09T16:00:00+07:00,67.810,kPa,2846.951853624389,28.69,telemetry,,26,
PZ-17,PZ,2026-09-09T17:00:00+07:00,68.522,kPa,2844.704229651269,28.85,telemetry,,26,
PZ-17,PZ,2026-09-09T18:00:00+07:00,68.699,kPa,2844.223257157486,29.09,telemetry,,26,
PZ-17,PZ,2026-09-09T19:00:00+07:00,68.017,kPa,2846.8175692001255,29.16,telemetry,,26,
PZ-17,PZ,2026-09-09T20:00:00+07:00,68.031,kPa,2846.4127471764527,29.05,telemetry,,26,
PZ-17,PZ,2026-09-09T21:00:00+07:00,69.326,kPa,2842.0220307461655,29.13,telemetry,,26,
PZ-17,PZ,2026-09-09T22:00:00+07:00,69.744,kPa,2840.1495703261594,28.98,telemetry,,26,
PZ-17,PZ,2026-09-09T23:00:00+07:00,69.752,kPa,2840.204021265731,28.97,telemetry,,26,
PZ-17,PZ,2026-09-10T00:00:00+07:00,69.324,kPa,2841.3704174116365,28.88,telemetry,,26,
PZ-17,PZ,2026-09-10T01:00:00+07:00,68.552,kPa,2843.9798435118028,28.65,telemetry,,26,
PZ-17,PZ,2026-09-10T02:00:00+07:00,70.116,kPa,2838.652153859459,28.64,telemetry,,26,
PZ-17,PZ,2026-09-10T03:00:00+07:00,69.344,kPa,2841.260971267417,28.31,telemetry,,26,
PZ-17,PZ,2026-09-10T04:00:00+07:00,69.304,kPa,2841.67488410635,28.28,telemetry,,26,
PZ-17,PZ,2026-09-10T05:00:00+07:00,69.003,kPa,2842.9501151230825,28.01,telemetry,,26,
PZ-17,PZ,2026-09-10T06:00:00+07:00,69.475,kPa,2841.427712805747,28.03,telemetry,,26,
PZ-17,PZ,2026-09-10T07:00:00+07:00,69.328,kPa,2841.93526895302,27.9,telemetry,,26,
PZ-17,PZ,2026-09-10T08:00:00+07:00,69.346,kPa,2841.7730590087135,27.95,telemetry,,26,
PZ-17,PZ,2026-09-10T09:00:00+07:00,69.931,kPa,2839.7022939741946,27.91,telemetry,,26,
PZ-17,PZ,2026-09-10T10:00:00+07:00,69.367,kPa,2841.408755090086,27.98,telemetry,,26,
PZ-17,PZ,2026-09-10T11:00:00+07:00,69.364,kPa,2841.229353705177,28.03,telemetry,,26,
PZ-17,PZ,2026-09-10T12:00:00+07:00,69.054,kPa,2842.3590674992215,28.27,telemetry,,26,
PZ-17,PZ,2026-09-10T13:00:00+07:00,69.232,kPa,2841.582312469697,28.32,telemetry,,26,
PZ-17,PZ,2026-09-10T14:00:00+07:00,69.445,kPa,2840.8814785186555,28.51,telemetry,,26,
PZ-17,PZ,2026-09-10T15:00:00+07:00,69.307,kPa,2841.5413727185037,28.63,telemetry,,26,
PZ-17,PZ,2026-09-10T16:00:00+07:00,69.700,kPa,2840.3828850623395,28.87,telemetry,,26,
PZ-17,PZ,2026-09-10T17:00:00+07:00,70.017,kPa,2839.388891296152,28.94,telemetry,,26,
PZ-17,PZ,2026-09-10T18:00:00+07:00,69.099,kPa,2842.7952911960037,29.06,telemetry,,26,
PZ-17,PZ,2026-09-10T19:00:00+07:00,69.942,kPa,2840.1213979364875,29.15,telemetry,,26,
PZ-17,PZ,2026-09-10T20:00:00+07:00,69.357,kPa,2842.119666102575,29.06,telemetry,,26,
PZ-17,PZ,2026-09-10T21:00:00+07:00,70.687,kPa,2837.2943405152478,29.03,telemetry,,26,
PZ-17,PZ,2026-09-10T22:00:00+07:00,71.298,kPa,2835.017108837326,28.99,telemetry,,26,
PZ-17,PZ,2026-09-10T23:00:00+07:00,70.252,kPa,2838.3392093503453,28.97,telemetry,,26,
PZ-17,PZ,2026-09-11T00:00:00+07:00,70.244,kPa,2838.1891589146944,28.81,telemetry,,26,
PZ-17,PZ,2026-09-11T01:00:00+07:00,70.986,kPa,2835.579499715209,28.69,telemetry,,26,
PZ-17,PZ,2026-09-11T02:00:00+07:00,71.474,kPa,2833.899171416028,28.5,telemetry,,26,
PZ-17,PZ,2026-09-11T03:00:00+07:00,70.587,kPa,2836.9567939663116,28.28,telemetry,,26,
PZ-17,PZ,2026-09-11T04:00:00+07:00,70.397,kPa,2837.877998202826,28.26,telemetry,,26,
PZ-17,PZ,2026-09-11T05:00:00+07:00,70.675,kPa,2837.0960661741888,28.1,telemetry,,26,
PZ-17,PZ,2026-09-11T06:00:00+07:00,70.330,kPa,2838.4317163642013,28.01,telemetry,,26,
PZ-17,PZ,2026-09-11T07:00:00+07:00,71.173,kPa,2835.641376977634,28.02,telemetry,,26,
PZ-17,PZ,2026-09-11T08:00:00+07:00,70.955,kPa,2836.455238662597,27.89,telemetry,,26,
PZ-17,PZ,2026-09-11T09:00:00+07:00,69.891,kPa,2839.9044698920593,27.81,telemetry,,26,
PZ-17,PZ,2026-09-11T10:00:00+07:00,71.318,kPa,2834.6831363322462,27.97,telemetry,,26,
PZ-17,PZ,2026-09-11T11:00:00+07:00,70.359,kPa,2837.8942980795027,28.03,telemetry,,26,
PZ-17,PZ,2026-09-11T12:00:00+07:00,70.092,kPa,2838.506052800377,28.17,telemetry,,26,
PZ-17,PZ,2026-09-11T13:00:00+07:00,70.397,kPa,2837.4293073193185,28.29,telemetry,,26,
PZ-17,PZ,2026-09-11T14:00:00+07:00,70.507,kPa,2837.159895576124,28.5,telemetry,,26,
PZ-17,PZ,2026-09-11T15:00:00+07:00,70.520,kPa,2837.3761719496993,28.64,telemetry,,26,
PZ-17,PZ,2026-09-11T16:00:00+07:00,70.384,kPa,2837.9681313644783,28.83,telemetry,,26,
PZ-17,PZ,2026-09-11T17:00:00+07:00,70.306,kPa,2838.427841038879,28.93,telemetry,,26,
PZ-17,PZ,2026-09-11T18:00:00+07:00,69.996,kPa,2839.910108364124,28.98,telemetry,,26,
PZ-17,PZ,2026-09-11T19:00:00+07:00,70.464,kPa,2838.26993419837,29.05,telemetry,,26,
PZ-17,PZ,2026-09-11T20:00:00+07:00,71.258,kPa,2835.4106190915145,29.1,telemetry,,26,
PZ-17,PZ,2026-09-11T21:00:00+07:00,71.352,kPa,2834.9260797951274,29.08,telemetry,,26,
PZ-17,PZ,2026-09-11T22:00:00+07:00,71.970,kPa,2832.6072250439192,29.09,telemetry,,26,
PZ-17,PZ,2026-09-11T23:00:00+07:00,72.143,kPa,2831.8953867902183,28.92,telemetry,,26,
PZ-17,PZ,2026-09-12T00:00:00+07:00,71.697,kPa,2833.090421083302,28.86,telemetry,,26,
PZ-17,PZ,2026-09-12T01:00:00+07:00,71.774,kPa,2832.811050749347,28.67,telemetry,,26,
PZ-17,PZ,2026-09-12T02:00:00+07:00,71.721,kPa,2832.9449646843314,28.53,telemetry,,26,
PZ-17,PZ,2026-09-12T03:00:00+07:00,72.116,kPa,2831.9202985529128,28.35,telemetry,,26,
PZ-17,PZ,2026-09-12T04:00:00+07:00,72.136,kPa,2831.864319721693,28.15,telemetry,,26,
PZ-17,PZ,2026-09-12T05:00:00+07:00,72.034,kPa,2832.4261821030163,28.08,telemetry,,26,
PZ-17,PZ,2026-09-12T06:00:00+07:00,71.853,kPa,2833.1202108574316,28.03,telemetry,,26,
PZ-17,PZ,2026-09-12T07:00:00+07:00,72.125,kPa,2832.3064928080694,27.82,telemetry,,26,
PZ-17,PZ,2026-09-12T08:00:00+07:00,72.372,kPa,2831.4225810254798,27.93,telemetry,,26,
PZ-17,PZ,2026-09-12T09:00:00+07:00,72.049,kPa,2832.378443367053,27.88,telemetry,,26,
PZ-17,PZ,2026-09-12T10:00:00+07:00,71.778,kPa,2833.1483513545977,27.97,telemetry,,26,
PZ-17,PZ,2026-09-12T11:00:00+07:00,71.806,kPa,2832.850754139242,28.01,telemetry,,26,
PZ-17,PZ,2026-09-12T12:00:00+07:00,71.816,kPa,2832.8543804910214,28.27,telemetry,,26,
PZ-17,PZ,2026-09-12T13:00:00+07:00,71.730,kPa,2833.096304368734,28.4,telemetry,,26,
PZ-17,PZ,2026-09-12T14:00:00+07:00,71.756,kPa,2832.928611804992,28.54,telemetry,,26,
PZ-17,PZ,2026-09-12T15:00:00+07:00,71.773,kPa,2833.113562849591,28.72,telemetry,,26,
PZ-17,PZ,2026-09-12T16:00:00+07:00,71.982,kPa,2832.4642785150427,28.81,telemetry,,26,
PZ-17,PZ,2026-09-12T17:00:00+07:00,71.144,kPa,2835.7421152426114,28.99,telemetry,,26,
PZ-17,PZ,2026-09-12T18:00:00+07:00,71.896,kPa,2833.1588726119758,29.05,telemetry,,26,
PZ-17,PZ,2026-09-12T19:00:00+07:00,71.738,kPa,2833.879783225524,29.14,telemetry,,26,
PZ-17,PZ,2026-09-12T20:00:00+07:00,71.237,kPa,2835.470761354098,29.11,telemetry,,26,
PZ-17,PZ,2026-09-12T21:00:00+07:00,73.317,kPa,2828.183910858572,29.08,telemetry,,26,
PZ-17,PZ,2026-09-12T22:00:00+07:00,72.747,kPa,2829.9137750400646,28.96,telemetry,,26,
PZ-17,PZ,2026-09-12T23:00:00+07:00,73.083,kPa,2828.6198800098828,28.98,telemetry,,26,
PZ-17,PZ,2026-09-13T00:00:00+07:00,73.515,kPa,2826.9382862773396,28.74,telemetry,,26,
PZ-17,PZ,2026-09-13T01:00:00+07:00,72.595,kPa,2830.0016540828688,28.67,telemetry,,26,
PZ-17,PZ,2026-09-13T02:00:00+07:00,72.599,kPa,2830.1317818761313,28.5,telemetry,,26,
PZ-17,PZ,2026-09-13T03:00:00+07:00,72.779,kPa,2829.6018405610444,28.23,telemetry,,26,
PZ-17,PZ,2026-09-13T04:00:00+07:00,72.945,kPa,2829.171900653637,28.25,telemetry,,26,
PZ-17,PZ,2026-09-13T05:00:00+07:00,73.686,kPa,2826.9349568085545,28.05,telemetry,,26,
PZ-17,PZ,2026-09-13T06:00:00+07:00,72.595,kPa,2830.7552924239617,27.98,telemetry,,26,
PZ-17,PZ,2026-09-13T07:00:00+07:00,72.769,kPa,2830.036121370589,27.93,telemetry,,26,
PZ-17,PZ,2026-09-13T08:00:00+07:00,73.260,kPa,2828.301439188973,27.94,telemetry,,26,
PZ-17,PZ,2026-09-13T09:00:00+07:00,72.090,kPa,2832.3117531415455,27.93,telemetry,,26,
PZ-17,PZ,2026-09-13T10:00:00+07:00,72.983,kPa,2828.9559695960734,28.04,telemetry,,26,
PZ-17,PZ,2026-09-13T11:00:00+07:00,72.945,kPa,2828.874748664111,28.09,telemetry,,26,
PZ-17,PZ,2026-09-13T12:00:00+07:00,72.751,kPa,2829.550258557444,28.26,telemetry,,26,
PZ-17,PZ,2026-09-13T13:00:00+07:00,73.144,kPa,2828.2076474836895,28.35,telemetry,,26,
PZ-17,PZ,2026-09-13T14:00:00+07:00,72.675,kPa,2829.7309845418536,28.46,telemetry,,26,
PZ-17,PZ,2026-09-13T15:00:00+07:00,73.756,kPa,2826.24566221641,28.57,telemetry,,26,
PZ-17,PZ,2026-09-13T16:00:00+07:00,72.431,kPa,2830.904880581389,28.83,telemetry,,26,
PZ-17,PZ,2026-09-13T17:00:00+07:00,73.089,kPa,2828.903959724257,29.04,telemetry,,26,
PZ-17,PZ,2026-09-13T18:00:00+07:00,72.352,kPa,2831.64177023176,29.01,telemetry,,26,
PZ-17,PZ,2026-09-13T19:00:00+07:00,72.965,kPa,2829.5922132428673,29.08,telemetry,,26,
PZ-17,PZ,2026-09-13T20:00:00+07:00,73.105,kPa,2829.1247758361246,29.06,telemetry,,26,
PZ-17,PZ,2026-09-13T21:00:00+07:00,73.811,kPa,2826.479371702163,29.08,telemetry,,26,
PZ-17,PZ,2026-09-13T22:00:00+07:00,74.629,kPa,2823.573000619075,28.98,telemetry,,26,
PZ-17,PZ,2026-09-13T23:00:00+07:00,74.048,kPa,2825.3621793441043,29.01,telemetry,,26,
PZ-17,PZ,2026-09-14T00:00:00+07:00,74.567,kPa,2823.422488428215,28.79,telemetry,,26,
PZ-17,PZ,2026-09-14T01:00:00+07:00,73.825,kPa,2825.717566671558,28.63,telemetry,,26,
PZ-17,PZ,2026-09-14T02:00:00+07:00,74.556,kPa,2823.219897979167,28.57,telemetry,,26,
PZ-17,PZ,2026-09-14T03:00:00+07:00,74.447,kPa,2823.706287989638,28.4,telemetry,,26,
PZ-17,PZ,2026-09-14T04:00:00+07:00,73.783,kPa,2826.304312421779,28.23,telemetry,,26,
PZ-17,PZ,2026-09-14T05:00:00+07:00,74.243,kPa,2824.766735383485,28.04,telemetry,,26,
PZ-17,PZ,2026-09-14T06:00:00+07:00,74.032,kPa,2825.8358523788525,28.02,telemetry,,26,
PZ-17,PZ,2026-09-14T07:00:00+07:00,73.823,kPa,2826.362204552134,27.92,telemetry,,26,
PZ-17,PZ,2026-09-14T08:00:00+07:00,74.358,kPa,2824.52538406508,27.91,telemetry,,26,
PZ-17,PZ,2026-09-14T09:00:00+07:00,74.418,kPa,2824.2696549575717,27.87,telemetry,,26,
PZ-17,PZ,2026-09-14T10:00:00+07:00,74.048,kPa,2825.3309335220156,28.01,telemetry,,26,
PZ-17,PZ,2026-09-14T11:00:00+07:00,74.166,kPa,2824.6412551021776,27.99,telemetry,,26,
PZ-17,PZ,2026-09-14T12:00:00+07:00,73.901,kPa,2825.592785489786,28.18,telemetry,,26,
PZ-17,PZ,2026-09-14T13:00:00+07:00,73.727,kPa,2826.0877631091835,28.25,telemetry,,26,
PZ-17,PZ,2026-09-14T14:00:00+07:00,73.598,kPa,2826.662212882588,28.49,telemetry,,26,
PZ-17,PZ,2026-09-14T15:00:00+07:00,73.899,kPa,2825.7578458413805,28.64,telemetry,,26,
PZ-17,PZ,2026-09-14T16:00:00+07:00,74.338,kPa,2824.5180914900025,28.86,telemetry,,26,
PZ-17,PZ,2026-09-14T17:00:00+07:00,73.819,kPa,2826.490958400996,28.9,telemetry,,26,
PZ-17,PZ,2026-09-14T18:00:00+07:00,74.269,kPa,2825.1769236242344,28.99,telemetry,,26,
PZ-17,PZ,2026-09-14T19:00:00+07:00,73.748,kPa,2826.950674752291,29.09,telemetry,,26,
PZ-17,PZ,2026-09-14T20:00:00+07:00,74.902,kPa,2822.89167341526,29.16,telemetry,,26,
PZ-17,PZ,2026-09-14T21:00:00+07:00,74.387,kPa,2824.4710572789795,29.09,telemetry,,26,
PZ-17,PZ,2026-09-14T22:00:00+07:00,73.867,kPa,2826.0563151306023,29.1,telemetry,,26,
PZ-17,PZ,2026-09-14T23:00:00+07:00,73.894,kPa,2825.765461236062,28.91,telemetry,,26,
PZ-17,PZ,2026-09-15T00:00:00+07:00,74.358,kPa,2824.026070533149,28.79,telemetry,,26,
PZ-17,PZ,2026-09-15T01:00:00+07:00,73.602,kPa,2826.5183067270045,28.61,telemetry,,26,
PZ-17,PZ,2026-09-15T02:00:00+07:00,73.933,kPa,2825.38524715985,28.47,telemetry,,26,
PZ-17,PZ,2026-09-15T03:00:00+07:00,73.886,kPa,2825.716305804745,28.32,telemetry,,26,
PZ-17,PZ,2026-09-15T04:00:00+07:00,74.115,kPa,2825.2400759284683,28.23,telemetry,,26,
PZ-17,PZ,2026-09-15T05:00:00+07:00,74.035,kPa,2825.6260890691183,28.07,telemetry,,26,
PZ-17,PZ,2026-09-15T06:00:00+07:00,73.740,kPa,2826.601377735728,27.96,telemetry,,26,
PZ-17,PZ,2026-09-15T07:00:00+07:00,73.957,kPa,2825.911272914005,27.88,telemetry,,26,
PZ-17,PZ,2026-09-15T08:00:00+07:00,74.217,kPa,2825.08754546509,27.92,telemetry,,26,
PZ-17,PZ,2026-09-15T09:00:00+07:00,73.571,kPa,2827.214236552955,27.84,telemetry,,26,
PZ-17,PZ,2026-09-15T10:00:00+07:00,74.071,kPa,2825.252231372171,27.99,telemetry,,26,
PZ-17,PZ,2026-09-15T11:00:00+07:00,74.139,kPa,2824.8013060066583,28.06,telemetry,,26,
PZ-17,PZ,2026-09-15T12:00:00+07:00,73.616,kPa,2826.5418816437927,28.18,telemetry,,26,
PZ-17,PZ,2026-09-15T13:00:00+07:00,73.260,kPa,2827.7204794161426,28.33,telemetry,,26,
PZ-17,PZ,2026-09-15T14:00:00+07:00,73.667,kPa,2826.3650645828207,28.55,telemetry,,26,
PZ-17,PZ,2026-09-15T15:00:00+07:00,73.580,kPa,2826.8693316659196,28.67,telemetry,,26,
PZ-17,PZ,2026-09-15T16:00:00+07:00,73.987,kPa,2825.6796278548436,28.76,telemetry,,26,
PZ-17,PZ,2026-09-15T17:00:00+07:00,74.169,kPa,2825.2013531808807,28.89,telemetry,,26,
PZ-17,PZ,2026-09-15T18:00:00+07:00,73.973,kPa,2826.143523045545,29.03,telemetry,,26,
PZ-17,PZ,2026-09-15T19:00:00+07:00,74.467,kPa,2824.3704905425307,29.12,telemetry,,26,
PZ-17,PZ,2026-09-15T20:00:00+07:00,73.498,kPa,2827.772218483216,29.14,telemetry,,26,
PZ-17,PZ,2026-09-15T21:00:00+07:00,73.446,kPa,2827.8888715365233,29.17,telemetry,,26,
PZ-17,PZ,2026-09-15T22:00:00+07:00,74.290,kPa,2824.683833231353,29.11,telemetry,,26,
PZ-17,PZ,2026-09-15T23:00:00+07:00,73.626,kPa,2826.6817871833086,28.94,telemetry,,26,
PZ-17,PZ,2026-09-16T00:00:00+07:00,73.349,kPa,2827.554492350558,28.83,telemetry,,26,
PZ-17,PZ,2026-09-16T01:00:00+07:00,73.899,kPa,2825.400037724338,28.7,telemetry,,26,
PZ-17,PZ,2026-09-16T02:00:00+07:00,73.412,kPa,2827.222814022973,28.59,telemetry,,26,
PZ-17,PZ,2026-09-16T03:00:00+07:00,73.228,kPa,2827.9338710798484,28.32,telemetry,,26,
PZ-17,PZ,2026-09-16T04:00:00+07:00,73.078,kPa,2828.6387832651844,28.2,telemetry,,26,
PZ-17,PZ,2026-09-16T05:00:00+07:00,73.484,kPa,2827.4587875614707,28.05,telemetry,,26,
PZ-17,PZ,2026-09-16T06:00:00+07:00,74.049,kPa,2825.66882392874,27.99,telemetry,,26,
PZ-17,PZ,2026-09-16T07:00:00+07:00,73.651,kPa,2827.092097102706,28.06,telemetry,,26,
PZ-17,PZ,2026-09-16T08:00:00+07:00,74.184,kPa,2825.3719879225246,27.96,telemetry,,26,
PZ-17,PZ,2026-09-16T09:00:00+07:00,74.165,kPa,2825.222609393633,27.81,telemetry,,26,
PZ-17,PZ,2026-09-16T10:00:00+07:00,74.235,kPa,2824.610908294303,27.98,telemetry,,26,
PZ-17,PZ,2026-09-16T11:00:00+07:00,72.873,kPa,2829.3162057435625,28.11,telemetry,,26,
PZ-17,PZ,2026-09-16T12:00:00+07:00,73.556,kPa,2826.6961303786056,28.18,telemetry,,26,
PZ-17,PZ,2026-09-16T13:00:00+07:00,74.024,kPa,2824.8676492849045,28.21,telemetry,,26,
PZ-17,PZ,2026-09-16T14:00:00+07:00,73.928,kPa,2825.506076841343,28.48,telemetry,,26,
PZ-17,PZ,2026-09-16T15:00:00+07:00,73.305,kPa,2827.8022785050675,28.65,telemetry,,26,
PZ-17,PZ,2026-09-16T16:00:00+07:00,73.685,kPa,2826.700210288718,28.8,telemetry,,26,
PZ-17,PZ,2026-09-16T17:00:00+07:00,73.398,kPa,2827.9535194521604,28.88,telemetry,,26,
PZ-17,PZ,2026-09-16T18:00:00+07:00,73.229,kPa,2828.604635349492,28.9,telemetry,,26,
PZ-17,PZ,2026-09-16T19:00:00+07:00,74.066,kPa,2825.9366478204724,29.02,telemetry,,26,
PZ-17,PZ,2026-09-16T20:00:00+07:00,73.499,kPa,2827.6781082597395,29.02,telemetry,,26,
PZ-17,PZ,2026-09-16T21:00:00+07:00,73.282,kPa,2828.310081787837,29.09,telemetry,,26,
PZ-17,PZ,2026-09-16T22:00:00+07:00,73.352,kPa,2827.9199157681273,29.05,telemetry,,26,
PZ-17,PZ,2026-09-16T23:00:00+07:00,73.838,kPa,2826.019296862268,28.92,telemetry,,26,
PZ-17,PZ,2026-09-17T00:00:00+07:00,73.058,kPa,2828.535634801091,28.81,telemetry,,26,
PZ-17,PZ,2026-09-17T01:00:00+07:00,74.332,kPa,2824.125003662278,28.7,telemetry,,26,
PZ-17,PZ,2026-09-17T02:00:00+07:00,73.536,kPa,2826.7711059970748,28.51,telemetry,,26,
PZ-17,PZ,2026-09-17T03:00:00+07:00,73.225,kPa,2827.9958972864456,28.32,telemetry,,26,
PZ-17,PZ,2026-09-17T04:00:00+07:00,73.451,kPa,2827.5085491904997,28.19,telemetry,,26,
PZ-17,PZ,2026-09-17T05:00:00+07:00,74.081,kPa,2825.375182894021,28.05,telemetry,,26,
PZ-17,PZ,2026-09-17T06:00:00+07:00,73.759,kPa,2826.76644105352,27.85,telemetry,,26,
PZ-17,PZ,2026-09-17T07:00:00+07:00,73.181,kPa,2828.6810965222603,28,telemetry,,26,
PZ-17,PZ,2026-09-17T08:00:00+07:00,74.032,kPa,2825.6979507664855,27.93,telemetry,,26,
PZ-17,PZ,2026-09-17T09:00:00+07:00,73.222,kPa,2828.2521583498096,27.83,telemetry,,26,
PZ-17,PZ,2026-09-17T10:00:00+07:00,73.371,kPa,2827.510934563889,28.05,telemetry,,26,
PZ-17,PZ,2026-09-17T11:00:00+07:00,74.279,kPa,2824.3769773918048,28.03,telemetry,,26,
PZ-17,PZ,2026-09-17T12:00:00+07:00,74.168,kPa,2824.561443191644,28.24,telemetry,,26,
PZ-17,PZ,2026-09-17T13:00:00+07:00,73.317,kPa,2827.408020697974,28.3,telemetry,,26,
PZ-17,PZ,2026-09-17T14:00:00+07:00,73.385,kPa,2827.425249353802,28.46,telemetry,,26,
PZ-17,PZ,2026-09-17T15:00:00+07:00,73.812,kPa,2825.9993972910333,28.59,telemetry,,26,
PZ-17,PZ,2026-09-17T16:00:00+07:00,73.508,kPa,2827.294308549625,28.78,telemetry,,26,
PZ-17,PZ,2026-09-17T17:00:00+07:00,73.185,kPa,2828.6915736143387,28.94,telemetry,,26,
PZ-17,PZ,2026-09-17T18:00:00+07:00,73.147,kPa,2828.9199274994526,28.97,telemetry,,26,
PZ-17,PZ,2026-09-17T19:00:00+07:00,73.980,kPa,2826.1910333776873,29.07,telemetry,,26,
PZ-17,PZ,2026-09-17T20:00:00+07:00,73.610,kPa,2827.342206592705,29.07,telemetry,,26,
PZ-17,PZ,2026-09-17T21:00:00+07:00,73.542,kPa,2827.3814699660757,29.12,telemetry,,26,
PZ-17,PZ,2026-09-17T22:00:00+07:00,73.464,kPa,2827.415446635449,29.01,telemetry,,26,
PZ-17,PZ,2026-09-17T23:00:00+07:00,74.157,kPa,2824.8273849435755,28.88,telemetry,,26,
PZ-17,PZ,2026-09-18T00:00:00+07:00,73.093,kPa,2828.375120805816,28.72,telemetry,,26,
PZ-17,PZ,2026-09-18T01:00:00+07:00,73.640,kPa,2826.4225745427852,28.69,telemetry,,26,
PZ-17,PZ,2026-09-18T02:00:00+07:00,73.374,kPa,2827.289662252578,28.49,telemetry,,26,
PZ-17,PZ,2026-09-18T03:00:00+07:00,73.512,kPa,2826.9888504609735,28.36,telemetry,,26,
PZ-17,PZ,2026-09-18T04:00:00+07:00,73.743,kPa,2826.2306676472826,28.25,telemetry,,26,
PZ-17,PZ,2026-09-18T05:00:00+07:00,73.161,kPa,2828.6254708822107,28.09,telemetry,,26,
PZ-17,PZ,2026-09-18T06:00:00+07:00,73.547,kPa,2827.432380015099,28.04,telemetry,,26,
PZ-17,PZ,2026-09-18T07:00:00+07:00,73.603,kPa,2827.3396376905557,27.92,telemetry,,26,
PZ-17,PZ,2026-09-18T08:00:00+07:00,74.081,kPa,2825.5421795267043,27.89,telemetry,,26,
PZ-17,PZ,2026-09-18T09:00:00+07:00,72.974,kPa,2829.1968342334417,27.95,telemetry,,26,
PZ-17,PZ,2026-09-18T10:00:00+07:00,72.965,kPa,2829.045959543845,27.99,telemetry,,26,
PZ-17,PZ,2026-09-18T11:00:00+07:00,73.220,kPa,2828.007973452456,28.05,telemetry,,26,
PZ-17,PZ,2026-09-18T12:00:00+07:00,73.844,kPa,2825.61788621723,28.2,telemetry,,26,
PZ-17,PZ,2026-09-18T13:00:00+07:00,73.953,kPa,2825.2290401242644,28.23,telemetry,,26,
PZ-17,PZ,2026-09-18T14:00:00+07:00,73.215,kPa,2827.9801403107667,28.6,telemetry,,26,
PZ-17,PZ,2026-09-18T15:00:00+07:00,73.209,kPa,2827.979586549919,28.61,telemetry,,26,
PZ-17,PZ,2026-09-18T16:00:00+07:00,73.120,kPa,2828.626813927942,28.75,telemetry,,26,
PZ-17,PZ,2026-09-18T17:00:00+07:00,73.325,kPa,2828.156165000676,28.97,telemetry,,26,
PZ-17,PZ,2026-09-18T18:00:00+07:00,73.133,kPa,2829.0215151827015,29.1,telemetry,,26,
PZ-17,PZ,2026-09-18T19:00:00+07:00,73.554,kPa,2827.6003671511744,29.03,telemetry,,26,
PZ-17,PZ,2026-09-18T20:00:00+07:00,73.989,kPa,2825.946393728967,29.15,telemetry,,26,
PZ-17,PZ,2026-09-18T21:00:00+07:00,73.682,kPa,2827.052261338618,29.02,telemetry,,26,
PZ-17,PZ,2026-09-18T22:00:00+07:00,73.328,kPa,2827.9646111420057,28.96,telemetry,,26,
PZ-17,PZ,2026-09-18T23:00:00+07:00,73.284,kPa,2827.8168195290295,28.95,telemetry,,26,
